#key	synopsis
Aladdin (USA)	The game from Virgin based on the 1992 animated Disney film is a side-scrolling platformer. The player controls Aladdin, who must make his way through several levels based on locations from the movie: from the streets and rooftops of Agrabah, the Cave of Wonders and the Sultan's dungeon to the final confrontation in Grand Vizier Jafar's palace. The Sultan's guards and also animals of the desert want to hinder Aladdin in his way. He can defend himself with his sword or by throwing apples. Next to apples, Aladdin can also collect gems which can be traded for lives and continues with a traveling trader. Finding Genie or Abu icons enables bonus rounds. The Genie bonus round is a game of luck played for apples, gems or extra lives. In Abu's bonus round, the player controls the little monkey who has to catch bonus items that fall from the sky, but without touching any of the unwanted objects like rocks and pots. The game's humorous animations were created by Walt Disney Feature Animation.
Alfred's Adventure (Europe) (En,Fr,De,Es,It)	Alfred's Adventure stars our 'plucky' hero Alfred Chicken. Alfred must battle his way North, South, West and Easter through 1 platform based levels, full of hidden rooms and power ups. He must rescue Billy Egg who has been 'poached' by the fowl Meka-Chickens for their bizarre cloning 'eggs-periment'. Alfred, the all round good egg, must stop their evil bid to take over the world but surely he's up to the task. After all, he's not chicken... is he?
Alice in Wonderland (USA, Australia)	A true translation right from the Disney movie, Alice finds herself in the wonderland that she's expected to. Over the course of the game Alice meets major characters from the story, who will have either lost an item or need some help in some sort, for which Alice will volunteer to help. Basically a side scrolling platform, with parts in an isometric view as well.
Aliens - Thanatos Encounter (USA, Europe)	Prepare for horror and fright beyond your wildest nightmares, as you step into the world of ALIENS: Thanatos Encounter. The terrifying creatures made famous by the popular ALIENS movies come to Game Boy Color in a totally new adventure. You play as one of five space marines who are sent to explore an abandoned freighter. Naturally, the situation is far worse than your squad expected the ship is completely infested with thousands of vicious aliens. In this single-player shooter, you'll make your way through the various sections of the ship in 12 missions. Discover the solution to the mystery of the aliens' reappearance through the cinematic cutscenes you'll see throughout the game. You can use a variety of alien-busting weapons like machine guns and flame-throwers to fend off the incoming horde and, if all else fails, turn tail and run as fast as you can! Battle a wide variety of different breeds of aliens, including some all-new hybrids.
All Star Tennis 2000 (Europe) (AZTP) (GB Compatible)	All Star Tennis 2000 is a tennis game that brings the All Star Tennis series from the PlayStation and Nintendo 64 to the Game Boy Color. The game allows you to play with tennis players such as Krajicek, Chang, Phillipousis and Novotna in various game modes: Tournament, Smash Tennis, Arcade, and Bomb Tennis. The last mode requires you to pay extra attention because bombs appear at each spot the ball bounces. These bombs explode after some seconds and will knock your player back. Arcade mode has you compete against all tennis players in succession. Smash Tennis allows you to play single matches, either with singles or doubles. You can play in eight different courts with different types of courts (grass, dirt, tarmac). A two player mode is available with two Game Boy Colors and a Multi-Link Cable.
All-Star Baseball 2000 (USA, Europe)	Second in the All-Star Baseball series includes a wide range of improvements and new features over ASB '99. * Motion captured technology allows for a realistic representation of player movements, swings, throws and catches. * Improved roster management includes the ability to sign players from the minor league, as well as create new players with new stats to create. * Play a 162 game inter-league season or the complete 1999 MLB scheduled season And all 30 teams and their respective players, home stadiums, home and away jerseys and true to life player faces, sizes and play styles.
All-Star Baseball 2001 (USA)	The last All-Star Baseball on the N64 once again includes some new features as well as improvements to previous play modes and options. For 2001, a new team is included, The Coopertown Legends, featuring a selection of some of the finest players to every grace the MLB, including Yogi Berra, Willie Stargell and Reggie Jackson. Along with the legends team, you can choose from every player, team and stadium in the 2000 MLB season. Each player includes realistic facial expressions and looks, plus motion captured player movements, batting stances and reactions to key events during play.
Alone in the Dark - The New Nightmare (USA) (En,Fr,Es)	Edward Carnaby, private eye of the paranormal, is back. Carnaby's best friend, Charles Fiske, has been found dead near Shadow Island--a mysterious island near Maine. It is your duty to take up the investigation and find out the secrets of Shadow Island. The game takes place in the surrounding grounds of a gloomy mansion. The game is dark...very dark, and in true survival horror style there are many things lurking, waiting to pounce. 9 years after the original was released, the game that started it all returns for a new chapter in the Alone in the Dark series. Can you see.......beyond your fear?
Animal Breeder 3 (Japan) (SGB Enhanced) (GB Compatible)	Animal Breeder 3 is an RPG/Breeding game developed and published by J-Wing for the Game Boy Color platform. Animal Breeder 3 was only released in Japan.
Animal Breeder 4 (Japan)	Animal Breeder 4 is an RPG/Breeding game developed and published by J-Wing for the Game Boy Color platform. Animal Breeder 4 was only released in Japan.
Animastar GB (Japan)	Animastar (ã‚¢ãƒ‹ãƒžã‚¹ã‚¿ãƒ¼?) is a life simulation game released on the Dreamcast, and was only released in Japan on June 15, 2000. It is similar to other games such as Monster Rancher and PokÃ©mon. The goal of the game is to breed, train and race monsters named &quot;anima.&quot; A follow-up on the Game Boy Color, Animastar GB, was released in Japan on March 30, 2001.
Animorphs (USA)	Based on Scholastic's popular books and television series, Animorphs for Gameboy Color is a 2D action / RPG hybrid. The evil Yeerks are invading Earth and only the Animorphs can stop them with their morphing power. Play as all five members of the Animorphs and collect DNA from animals you meet - now you have the power to morph into these animals. Keep your morphing power a secret from the regular humans, and use the correct morph at the right time to escape from tricky situations. Play through five stages of RPG action and five 2D minigames in order to defeat the Yeerks and save the planet.
Antz (USA) (En,Fr,Es) (GB Compatible)	From the hit movie, Antz, comes a side-scrolling adventure where you play Z, and you set out to win the heart of Princess Bala. Each of the 19 levels you explore are taken from situations in the movie. Your character has a variety of actions: crouching down, going through tunnels, hiding from enemies, jumping over obstacles, hanging from trees, climbing ropes and more. You also encounter &quot;boss&quot; characters to keep the game exciting. Simple gameplay and easy controls make it ideal for children and older platform lovers as well.
Antz Racing (USA) (En,Fr,De,Es,It,Nl)	Based on the computer animated film Antz produced by DreamWorks, this game represents the racing challenge between 6 main characters (Z, Bala, Weaver, Mandible, Cutter, and Azteca). Each character has own racing machine as well as parameters for Resistance, Holding, and Speed. There are two game modes: Quick Race and 4 Seasons Championship. During Quick Race player choose the season and the track based on random selection. During 4 Seasons Championship player should win each race to earn a password and progress further. The gameplay represents a race between four drivers in top third-person view on several laps. Player should control selected driver, collect different power-ups, speed up, avoid obstacles, jump in machine, shoot, etc. to win a race. When damage level of the machine reaches its critical point, the machine will stop for some time to be repaired. The game has three difficulty levels and is available in English, German, Dutch, Spanish, French, and Italian languages.
Antz World Sportz (Europe) (En,Fr,De,Es,It,Nl)	Based on the computer animated movie Antz produced by DreamWorks, this game represents the Olympic-style light athletic challenge between 4 main characters (Z, Bala, Weaver, Mandible). Other characters, such as Cutter, and Azteca are present in the game also. The tournament begins with four sportz activities, and four additional events are available based on your performance. Heated competitions like the 100mm race, flea hurdles, and pebble toss are scheduled. Strength, endurance, and dexterity are not enough to win the Olympic title in these events. You will also have to apply your individual character's skills as well as those of your competitors. Athletic ability and calculated gaming tactics are needed to claim your title of Olympic champion of the Anthill. In 2D side-scrolling mode, you should press the buttons quickly to run or to throw an sports item. There are 5 stages in the game, and each following stage may be accessed only receiving the medal in previous stage. Current progress may be resumed with a password. The game has two difficulty levels and is available in English, French, German, Spanish, Italian, and Dutch languages.
Aqualife (Japan) (SGB Enhanced) (GB Compatible)	Aqualife is a strategy game developed and published by Tamsoft for the Game Boy Color platform. Aqualife was never released outside of Japan.
Arle no Bouken - Mahou no Jewel (Japan) (SGB Enhanced) (GB Compatible)	A monster-collecting RPG set in the Puyo Puyo game world and starring the young apprentice magician Arle, who must explore the land in order to collect a series of magical gems and defeat the evil Satan, who plots to take over the world yet again. The game is played from a top-down perspective in which you control Arle as she explores towns and dungeons, chatting with NPCs, finding or buying items, etc. Combat whisks your character to a side view from which you select your actions in standard turn-based fashion and fight it out against the many monsters and opposing characters that you can run into. Whenever you defeat a monster, you gain their unique card which can be tapped to summon said monster to join you in your quest. You can have up to two monsters fighting by your side at any time, and they level up and gain experience just like you do.
Armada - FX Racers (USA)	A racing game spin-off from the Dreamcast classic, Armada. This time, the characters compete on the racetrack. Dodge traps and encounter Armada bosses while driving along the courses in this unusual sci-fi racing game for the GBC.
Armorines - Project S.W.A.R.M. (USA, Europe) (En,De)	Simply put, you have two Armorines to play as, each with their own selection of weapons. You must fight to the death against bugs of all sizes, as you attempt to destroy the enemies chance of eliminating human civilization as we know it (in the not to distant future, of course). Players shoot enemies from a top-down perspective as they battle alien monsters and gigantic bosses. Weapons such as the Plasma Rifle, Flamethrower and the Laser help you mow down anything that gets in your way.
Army Men (USA, Europe) (En,Fr,De)	You play as the green army leader, Sarge. As the green army you must fight the evil forces of the tan, blue and gray armies. Complete various missions on this twist on real-time strategy/action gaming.
Army Men - Air Combat (USA, Europe) (En,Fr,De)	Pilot one of four toy helicopters through the treacherous terrain of your backyard, the local playground, picnic areas and nearby beaches. Engage in both air-to-air and air-to-ground combat with enemies ranging from battleships to butterflies. Utilize the unique abilities of each 'copter to battle armies of mutant insects; destroy rampaging remote control cars; blow up sand castles; and save Sarge from being melted by kids with magnifying glasses. Real combat. Plastic men.
Army Men - Sarge's Heroes 2 (USA, Europe) (En,Fr,De)	It seems those plastic men never lack any energy nor motivation to take each other out. Like in the other Army Men games, Sarge and the Green Army are at it again with the Tan Army. This time, General Plastro of the Tan Army has teamed up with members from the Blue side to wipe out the Green Army. As Sarge, you must fight your way through numerous missions with the backing of assorted weaponry ranging from crossbows to rocket launchers. Mission objectives vary from either complete destruction of the opposition to rescue missions.
Army Men 2 (USA, Europe) (En,Fr,De)	The sequel to the surprise hit Army Men sees Sarge lead his troops back into battle, with more weapons and plenty of hard core, plastic melting action. The top-down war never stops as you take control of the Green army, out to stop the Tan army from taking control of the toy box, using whatever weapon you can find, including the trusty tank and the &quot;burn baby burn&quot; magnifying glass. All this and added multiplayer fun (4 in all).
Arthur's Absolutely Fun Day! (USA)	Based on the PBS children's cartoon, ARTHUR'S ABSOLUTELY FUN DAY offers up a ton of fun for fans of the show. In this single-player game for Game Boy Color, you play as Arthur, who wants to go to the ultimate amusement park, Wonder World. There are over 15 mini-games in Arthur's neighborhood (including air hockey, shooting hoops, cooking pancakes, and a whole lot more), each with its own style of gameplay, from simple timing exercises to mild puzzle solving. You get stars for completing them and once you have enough, you will earn a free pass to Wonder World, where all the mini-games are available for you to play whenever you like. ARTHUR'S ABSOLUTELY FUN DAY is an ideal choice for a younger gamer.
Asterix & Obelix (Europe) (En,Fr,De,Es)	Caesar has had a palisade constructed around the village inhabited by the Indomitable Gauls in order to keep them prisoner! Choose Obelix or Asterix and set off across the Roman Empire! Bring back a souvenir from each country crossed in order to prove to Caesar that our heroes are the strongest!
Asterix & Obelix Contre Cesar (Europe) (En,Fr,De,Es,Nl) (GB Compatible)	Relive the adventures of Asterix and Obelix. Take control of your favourite cartoon heroes of totally addictive action. Take on the ranks of legionnaires, the formidable Roman catapults and the unforgettable finishing levels of ever increasing difficulty. Some magic potion will make you fly.
Asterix - Sur la Trace D'Idefix (Europe) (En,Fr,De,Es,It,Nl)	Asterix and Obelix (based on the French comic book series), must embark on a journey from the forests of France to the coliseums of Rome. Their goal is to find Obelix's lovable pet dog, Dogmatix. Players take control of Asterix or Obelix, and run, jump and punch through various well-drawn and colorful levels in this side-scrolling adventure game. This title is somewhat non-linear, and allows players to choose the order in which to visit stages, as well as the numerous mini-games. The stage-select screen is a mini-map, and after selecting to play either Asterix or Obelix, players can visit the boss arena, the inn (extra energy, hints and passwords are found here), as well as the the local mini-game. These mini-games become available from the title-screen under the &quot;Instant Fun&quot; option. They vary from a &quot;Memory&quot; style shield-matching game to humorous events such as &quot;Throw a Roman Mini Game&quot;. Both Asterix and Obelix play differently as they have individual abilities and limitations. Asterix is more nimble, can run faster and jump higher, whereas Obelix is more powerful (being able to bash through some walls) but noticeably slower. These differences are highlighted by the obstacles presented in the stages - there are many jumps to make as well as many enemies (Roman soldiers, boars, centurions) to dispose of. In the quest to find Dogmatix, it is vital to collect keys hidden within the levels to make available new areas. Similarly, it is also important to collect coins from beaten enemies as they allow the purchases at each inn, (which is aptly manned by Getafix himself!).
Asteroids (World) (ModRetro Chromatic)	Unlike Activision's earlier remake of an Atari arcade classic, Battlezone, this one stays close to its namesake. Take the original, Atari coin-op game Asteroids, add in the features of the Atari 2600 cartridge, then give it 3-D graphics and a bunch of power-ups, and you've got Activision's Asteroids remake. You are an employee of the Astro-Mining Corporation. Your mission is to simply go to an assigned area of space and clear the area of asteroids and the occassional debris. The game consists of five zones, each with a different background and some with special features. Each zone has 15 levels. In addition to the standard asteroids, there are also mined asteroids that explode; indestructible asteroids that are, well, indestructible; fireball comets; crystal asteroids that regenerate; alien egg asteroids containing deadly baby space worms; and ancient energy asteroids that shoot back! And there's plenty of enemies in addition to the asteroids, such as Standard and Super Saucers, Asteroids Tugs, Fuel Transports, Hexes, Nuke Drivers, and Vulturoids. There are three types of ships to choose from, each with different strengths and weaknesses. There are also three skill levels. If you beat the game at Expert or higher, you gain access to a fourth type of ship. All ships features the standard laser, shield, flip (instantly flips your ship 180 degrees), and hyperspace. There are also limited power-ups you can pick up such as GunSat, Mines, Homing Missiles, Plasma Drill, and Trigger Bombs. The game supports either one or two players. In two player mode, the object is to simply outscore your opponent in a random zone and level. You cannot directly kill your opponent by shooting him, but there are other ways.... Lastly, if you shoot the classic-style asteroid in level 15 of the first zone, you'll find the option of &quot;Classic Asteroids&quot; now appearing on the main menu.
Atlantis - The Lost Empire (USA, Europe)	A civilization shadowed with mystery, guarded by mythical monsters, controlled by a mighty crystal that- in the wrong hands- could destroy the legendary empire. Now, with the aid of a submarine and a mysterious book, go on a journey in search of Atlantis: The Lost Empire. Along the way you will encounter huge sea-creatures, fiery volcanoes, mutiny, and even a beautiful princess. Are you ready to take on this mission?
Austin Powers - Oh, Behave! (USA)	A collection of games and features based on the Austin Powers movie series. Included on the cart are Austin inspired versions of classic arcade game Pac-Man, board game Othello and Rock/Paper/Scissors. The main game, titled 'International Man in a Platform Game' has you controlling Austin and dodging police hats and soccer balls through each level. Finally, there are extra features including the Shagulator (a calculator), Austin's Pad (a rudimentary word processor) an Internet style program detailing the two Austin Powers movies, as well as a complete Windows like environment to play around with (including a choice of background artwork, screensavers, sounds and more). You can also send messages to other users through the GBC's infra-red port and print messages using the Game Boy Printer.
Austin Powers - Welcome to My Underground Lair! (USA)	Dr. Evil, the villain that dogs Austin Powers, now has is own video game. Following the same footsteps as Austin Powers: Oh Behave!, the lair contains a selection of evil inspried video games based on Pac-Man, Othello and Rock/Paper/Scissors, and the main game which has you racing along in Dr. Evil's bike collecting money and dodging obstacles. You can also find screensavers, video clips, details of the first two Austin Powers movies and PC like programs including a document maker, calculator and the ability to print off and send messages via the infra-red port of the GBC.
Azarashi Sentai Inazuma - Dokidoki Daisakusen! (Japan)	Become Inazuma Zarashi and challenge 5 mini-games. You must accumulate transformation power, transform into the Zarashi Sentai Inazuma, and face off against the evil organization Shirokuman in the games.
Azure Dreams (USA) (SGB Enhanced) (GB Compatible)	The huge Monster Tower stands near the village Monsbaiya. It is populated by vicious monsters, and few dare enter it. But the monsters in the tower lay eggs, and whoever takes possession of such an egg, can tame a monster which will come out of it, and those monsters, called &quot;familiars&quot;, will help their tamers in times of danger. Some brave adventurers dared to enter the tower and to take the eggs. One of them was called Guy. He was killed in the monster tower. Now his son Koh is fifteen, and he is allowed to try his luck in the tower. You control Koh and his party of &quot;familiars&quot; in this unusual &quot;monster-taming&quot; RPG. You must capture the eggs from the tower, bring them home, grow monsters and tame them. During battles, you assign different commands to them. Different species have different abilities and need different approach. The battles system is a mixture of real time and turn based combat. Unlike most other console RPGs, there are no special battle screens.
B-Daman Bakugaiden - Victory e no Michi (Japan) (SGB Enhanced) (GB Compatible)	The game is an RPG in which you turn the panels on the map to advance, and the Vida Warriors can evolve and combine. B-da Warriors can evolve and combine with other Vida Warriors, and the items they collect can be exchanged through communication.
B-Daman Bakugaiden V - Final Mega Tune (Japan)	This is the second in a series of RPGs based on the anime of the same name. You have to modify and strengthen your fighting robot to fight against the enemy. You can also use the data from the previous game by using the communication cable.
Babe and Friends (USA) (GB Compatible)	Babe the Pig, of the eponymous movies, was raised by sheepdogs and, hence, believes himself to be a &quot;sheep-pig&quot;, who herds sheep as his foster parents do. In this game, you control the plucky little porker and direct his sheep management attempts, driving them forward toward the goal in exaggerated, frictionless Soko-Ban or Boulder Dash style with porcine barks until their movement is halted or altered should their course intercept an obstacle such as a fencepost, moveable haystack, pit or trampoline. Babe is given hints and tips in these efforts by lovable characters from both of his feature films, and the 40 levels borrow inspiration both from the calm pastoral setting of the first and the surreal urban folly of its sequel. While the measured puzzles are a far cry from the excitement of the movies, the material finds a surprisingly good fit in this unexpected genre -- or otherwise put, &quot;that'll do, pig.&quot;
Baby Felix - Halloween (Europe) (En,Fr,De,Es,It,Nl)	Halloween, Baby Felix dressed as a cow-boy and Baby Kitty dressed as an adorable witch, get into an abandoned house, a voice tell them &quot;find the magic keys that will allow you to open the last door of the house...and then free your friends&quot; - Play as Baby Felix or cute Baby Kitty - Travel through 5 different periods : Prehistory, Halloween, Far west... - Discover all the characters from the TV series.
Backgammon (Europe) (En,Fr,De,Es) (GB Compatible)	Backgammon, the world's most widely played and recognised board game just got portable. The ultimate game of chance and skill now available on Game Boy, chose from 3 modes of play including &quot;Tournament, Free and Vs Match&quot; and 6 difficulty levels.
Bad Badtz-Maru Robo Battle (Japan)	Bad Badtz-Maru takes part in an event in Gorgeous Town called Gorgeous-Hai Robo Battle Tournament. In this event, Bad Badtz-Maru must compete with friends Ijuuin Pandaba and Good Hanamaru in order to strengthen robotic equipment in events known as &quot;Robo Battles&quot;. The player can gain experience to strengthen the robots. Different types of parts include &quot;normal&quot;, &quot;sengoku bushou&quot; and &quot;animal&quot;. There are over 800,000 possible combinations of parts. A penguin known as the kobun , literally &quot;follower&quot;, acts as a guide to the game.
Bakukyuu Renpatsu!! Super B-Daman - Gekitan! Rising Valkyrie!! (Japan) (SGB Enhanced) (GB Compatible)	This RPG is based on the popular anime &quot;Bakugyu Rensha! Super Biderman&quot; is the theme of this RPG, where you face off against rivals, buy parts with your winnings, and modify your Biderman to make it stronger.
Bakusou Dekotora Densetsu GB Special - Otoko Dokyou no Tenka Touitsu (Japan)	A port of the &quot;Legend of the Bakugou Decotora&quot; series. Deliver packages, save money and become independent. Win races against your rivals, collect parts and modify your decotra.
Bakuten Shoot Beyblade (Japan)	Based on the anime &quot;Bakutenshoot Beyblade&quot;. Win battles, get parts and customize your Beyblade. You can also play against other players and exchange parts.
Ballistic (USA) (GB Compatible)	Ballistic is a puzzle game in which the player must place 3 patterned balls next to each other in order to clear them. It is somewhat similar to Puyo Puyo in this respect. However Ballistic places the player in the center of the screen shooting the balls outward. In Panic! mode, a constant string of balls appear and the player must keep destroying similar balls to keep the string short and prevent it from snaking around and reaching the middle of the screen. In Checkmate mode, a limited amount of balls are given to the player which they must use to destroy all the balls on the screen. Strategy is used here since the amount of balls destroyed must be maximized. Ballistic also features a versus mode in which players can challenge one another. Similar to other puzzle games versus modes, one player's success results in additional balls on the other player's screen which they then must clear.
Balloon Fight GB (Japan) (SGB Enhanced, GB Compatible) (NP)	Balloon Fight GB is a color remake of Balloon Kid. All features from Balloon Kid are still intact. The main new addition is that there is color. There is now also a world map, and the title screen and menu systems are slightly different. Through the world map, levels are given names, which were previously unknown since Balloon Kid did not give any names to areas or levels. Balloon Fight GB is notoriously rare, and it was distributed via the Nintendo Power Flash cartridge, which is no longer supported by Nintendo. As such, copies of this game downloaded onto one of these cartridges can get high prices and rarely is ever sold. Due to the nature of this cartridge, the game would have had to been downloaded onto the cartridge before the service was discontinued. This game is available today on the 3DS eShop as a Game Boy Color Virtual Console game. However, the game is only available through the Japan eShop, so 3DS owners in Europe and America cannot download the software. After the Nintendo Power cartridge writing service was shut down, it was possible to order prewritten Nintendo Power cartridges with Balloon Fight GB over the phone, and these versions came with a fold-out manual and a large button with the game's box art, among other things.
Barbie - Fashion Pack Games (USA, Europe) (GB Compatible)	Discover a world of fashion fun with Barbie! Play the exciting games inside her virtual pink Back Pack! Activities and puzzles feature fashion items like jewelry, clothes & shoes! Complete each level to win special fashion accessories to dress up Barbie & her friends!
Barbie - Magic Genie Adventure (USA)	BARBIE: Magic Genie Adventure for Game Boy Color. In this solo adventure, you will travel on a magic carpet through five wonderful worlds filled with mystery and danger as you accumulate magical powers and abilities to help you on your journey!
Barbie - Ocean Discovery (USA) (GB Compatible)	Take control of Barbie, a marine biologist, as she explores an underwater world full of mini-games and activities to complete her quest and assemble the final treasure map. Guide her through 9 different maps collecting puzzle pieces along the way by finishing various mini-games such as a pong type game, a puzzle slider, a Kaboom style cannonball catcher and more. Interact with the various aquatic life in the maps and watch them swim around in interesting patterns.
Barbie - Pet Rescue (USA)	Barbie Pet Rescue lets kids play with and care for a variety of domesticated animals. Visit Barbie and her kid sister Stacey at the Pet Rescue Center, where you'll wait for rescue missions, explore in the playrooms, or tend to pets in the Care Center. Rescue missions come in over the phone or via e-mail; after learning which pet is missing where, travel with Barbie on her scooter to one of three different environments in which to search for one of eight lost pets. In many missions, you'll have to figure out how to entice scared animals to come to you, or how to retrieve pets trapped in trees or other sticky situations. If you get stuck yourself, Barbie will give you hints. With each successful mission, you'll receive a printable Paw & Purr Award that hangs on the Pet Rescue Center wall. Rescued pets come back to the Pet Rescue Center with you and Barbie to wait for their owners and receive a little TLC. Nurse them back to health in the Care Center, where you'll give recovered pets water, treats, vitamins and grooming. You may also need to bandage a hurt leg or pick burrs from ruffled fur. After creating a file for them in the computer and giving them a name you select from a list of suggestions, the animals go to one of two playrooms to wait for their owners. In the meantime, you can play with them, plus all the other pets already in the playroom--a kitten, bunny, hamster, puppy, and a turtle. Select which animal you'd like to pet, then use the cursor to stroke an animal's head or back or scratch it under the chin. The animals respond to your attention by licking, rolling over, purring, or barking. There is a related mini-game for each kind of animal--Kitten Keepaway, Puppy Treat Toss, Hamster Trail, etc.--and if you do well enough, you'll see the animal perform a special trick. A few of the games require the use of logic and spatial aptitude, but for the most part they challenge the players' mouse mastery and hand-eye coordination.
Barca Total 2000 (Europe) (En,Fr,De,Es,It,Nl,Ca)	In 2000 Ubi Soft released two David O'Leary-licensed games. One, David O'Leary's Total Soccer 2000, based on the PC game with the same name. The other one was a manager game, O'Leary Manager 2000. The gameplay in O'Leary Manager 2000 is not only about the management aspects of football. It's a bit similar to Sensible World of Soccer, as you can play not only as the manager but also the player. This rendered using an top-down view similar to many Amiga games from the early nineties. In total there is 240 licensed teams from the top two divisions in six European countries. As the manager you get to lay up training schedules, buy and sell players, pick the right players for the right tactics, and a lot of statistics. The game handles matches in three different ways, playing them, watching them or a text-based interface similar to Championship Manager, but with highlights shown in the top-down view. If you don't want to play through the whole season, you can play single matches against the AI or another player. The manager mode also supports multiple players.
Barcode Taisen Bardigun (Japan) (SGB Enhanced) (GB Compatible)	Barcode Taisen Bardigun is a Role-Playing game developed by Graphic Research and published by Tamsoft for the Game Boy Color. Barcode Taisen Bardigun was only released in Japan. Players start off in Barcode Taisen Bardigun with a short cutscene. After the cutscene is over the player then gets to choose to be either the male or the female character. Players scan cards in order to get new monsters and power ups. These monsters are raised by the players and can be used in battles.
Bass Masters Classic (USA, Europe) (GB Compatible)	Bass Masters Classic is a game for the Game Boy Color in which you can participate in a bass fishing tournament. The game features variable weather conditions and times of day, a variety of lures, and realistic fish behavior. You can play in tournament and practice mode. The first allows you to compete and qualify for the Bass Master Classic tournament. In practice mode you can chose for yourself with what weather, time, and fishing spot you'd like to play. Gameplay consists of watching the line from the &quot;lure cam&quot; angle. Once a fish catches the bait you have to quickly press the D-pad to reel it in.
